"BehaviorSpace results (NetLogo 6.1.0)"
"Sugarscape Pension Law.nlogo"
"pensionsExperiments"
"08/12/2019 15:23:25:918 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","minimum-sugar-endowment","maximum-sugar-endowment","visualization","random-initial-age","resources-occupation","social-services","productivity-decay","initial-population","retirement-age","pension-taxes","fixed-fee","[step]","precision piggy-bank 2","precision  (   accumulated-gdp / ( ticks + 1) )  2","precision  ( (gini-index-reserve / count turtles) * 2)  2","died-working-turtles","died-retired-turtles","(died-retired-turtles + died-working-turtles)"
"467","5","25","no-visualization","true","true","false","false","400","67","28.3","0.5","1000","375709.84","902.42","0.42","10493","0","10493"
"468","5","25","no-visualization","true","true","false","false","400","67","28.3","0.5","1000","378870.83","905.6","0.46","11008","0","11008"
"469","5","25","no-visualization","true","true","false","false","400","67","28.3","0.5","1000","377813.9","906.18","0.43","10796","0","10796"
"470","5","25","no-visualization","true","true","false","false","400","67","28.3","0.5","1000","379009.97","907.34","0.42","10803","0","10803"
"471","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","509574.39","898.64","0.47","12336","0","12336"
"473","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","510437.75","901.56","0.44","12290","0","12290"
"472","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","510778.54","901.48","0.46","12571","0","12571"
"475","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","508499.46","901.56","0.47","12110","0","12110"
"474","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","512416.43","900.15","0.44","12408","0","12408"
"476","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","511831.04","902.03","0.42","12351","0","12351"
"477","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","510703.04","900.98","0.46","12027","0","12027"
"478","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","507159.9","898.51","0.45","12069","0","12069"
"479","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","514186.91","903.08","0.44","12309","0","12309"
"480","5","25","no-visualization","true","true","false","false","400","67","28.3","1","1000","514227.67","902.48","0.45","12590","0","12590"
"481","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","908.47","0.47","3838","662","4500"
"482","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","909","0.44","3838","659","4497"
"483","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","909.94","0.47","4045","712","4757"
"484","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","909.41","0.47","3813","667","4480"
"485","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","911.1","0.46","3996","666","4662"
"486","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","911.41","0.45","4137","687","4824"
"487","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","909.34","0.45","4010","688","4698"
"489","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","908.2","0.46","3893","661","4554"
"488","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","908.37","0.48","3876","668","4544"
"490","5","25","no-visualization","true","true","false","false","400","70","0","0","1000","0","910.61","0.45","3918","665","4583"
"493","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","0.6","907.58","0.45","4262","412","4674"
"492","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","0.3","907.46","0.48","4222","424","4646"
"491","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","1.3","906.51","0.46","4152","424","4576"
"494","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","1","905.9","0.46","4312","396","4708"
"495","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","2.6","906.1","0.47","4174","413","4587"
"496","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","1","904.77","0.47","4220","409","4629"
"497","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","1.6","907.63","0.46","4252","415","4667"
"498","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","0.5","906.92","0.47","4160","413","4573"
"499","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","4","910.15","0.47","4255","392","4647"
"500","5","25","no-visualization","true","true","false","false","400","70","0","0.1","1000","0.4","907.89","0.48","4293","424","4717"
"501","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","92750.5","899.03","0.47","5132","0","5132"
"502","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","93012.5","899.59","0.48","4982","0","4982"
"503","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","95138","901.05","0.48","5047","0","5047"
"504","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","93968.5","900.19","0.49","4989","0","4989"
"505","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","95624","901.94","0.47","5039","0","5039"
"506","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","95800","901.92","0.48","5106","0","5106"
"507","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","95467.5","901.22","0.5","4929","0","4929"
"508","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","95445.5","903.02","0.48","5207","0","5207"
"509","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","93774.5","897.7","0.48","5107","0","5107"
"510","5","25","no-visualization","true","true","false","false","400","70","0","0.5","1000","94390.5","897.84","0.5","5176","0","5176"
"511","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","237762","900.22","0.55","5508","0","5508"
"512","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","233427","898.67","0.56","5514","0","5514"
"514","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","233392","898.93","0.54","5230","0","5230"
"513","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","232054","898.45","0.56","5520","0","5520"
"515","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","233965","896.79","0.55","5221","0","5221"
"516","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","233108","898.4","0.57","5508","0","5508"
"517","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","234198","899.81","0.56","5625","0","5625"
"518","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","236265","900.05","0.55","5595","0","5595"
"519","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","233863","898.28","0.56","5500","0","5500"
"520","5","25","no-visualization","true","true","false","false","400","70","0","1","1000","232626","897.83","0.56","5311","0","5311"
"521","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","0.89","907.11","0.47","4494","290","4784"
"523","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","1.46","906.12","0.45","4470","298","4768"
"524","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","3.36","905.74","0.45","4223","275","4498"
"522","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","0.88","905.67","0.45","4478","282","4760"
"525","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","2.32","904.27","0.45","4405","315","4720"
"526","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","1.35","905.29","0.44","4413","287","4700"
"527","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","2.46","906.12","0.44","4626","274","4900"
"528","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","2.45","907.21","0.47","4569","305","4874"
"529","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","0.3","906.14","0.46","4502","294","4796"
"530","5","25","no-visualization","true","true","false","false","400","70","4.7","0","1000","1.18","905.03","0.47","4467","301","4768"
"531","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10678.45","903.63","0.46","4812","21","4833"
"532","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","9309.83","903.94","0.45","4948","20","4968"
"533","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10814.9","903.26","0.45","4861","12","4873"
"534","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10090.63","903.14","0.45","4896","13","4909"
"535","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10169.34","902.22","0.47","4995","10","5005"
"536","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","11965.07","903.19","0.43","5049","18","5067"
"537","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10274.31","903.41","0.47","4973","20","4993"
"538","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10424.55","903.03","0.44","4798","6","4804"
"539","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","10125.09","900.1","0.48","4741","7","4748"
"540","5","25","no-visualization","true","true","false","false","400","70","4.7","0.1","1000","12110.7","902.43","0.44","5005","9","5014"
"541","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","150370.94","900.5","0.43","6360","0","6360"
"542","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","150966.1","900.48","0.44","6265","0","6265"
"543","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","151532.93","900.44","0.44","6350","0","6350"
"545","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","149851.98","902.02","0.45","6483","0","6483"
"546","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","149840.12","899.06","0.49","6273","0","6273"
"544","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","153072.27","900.78","0.44","6471","0","6471"
"547","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","149487.92","900.96","0.44","6392","0","6392"
"548","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","150652.71","901.76","0.46","6157","0","6157"
"549","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","150836.19","901.45","0.45","6399","0","6399"
"551","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","319557.71","909.64","0.51","8465","0","8465"
"550","5","25","no-visualization","true","true","false","false","400","70","4.7","0.5","1000","149975.67","901.36","0.44","6530","0","6530"
"552","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","315504.88","907.52","0.5","8341","0","8341"
"553","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","320609.78","910.36","0.51","8311","0","8311"
"554","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","318953.95","909.71","0.56","8174","0","8174"
"555","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","317119.33","908.1","0.53","8088","0","8088"
"556","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","320468.13","912.41","0.49","8423","0","8423"
"557","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","318683.89","909.81","0.52","8314","0","8314"
"558","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","318697.01","908.69","0.53","8243","0","8243"
"559","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","318871.87","910.45","0.51","8357","0","8357"
"561","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","22731.2","900.11","0.45","4970","13","4983"
"560","5","25","no-visualization","true","true","false","false","400","70","4.7","1","1000","320732.93","910.13","0.52","8237","0","8237"
"562","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","21642.8","900.65","0.45","4933","14","4947"
"563","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","24109.7","900.52","0.46","4984","11","4995"
"564","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","25440.4","903.67","0.47","4916","18","4934"
"566","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","24516.4","903.18","0.44","5045","11","5056"
"565","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","25313.5","902.42","0.45","5176","14","5190"
"567","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","23485.1","902.26","0.44","4902","3","4905"
"568","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","24326.8","902.15","0.44","5035","20","5055"
"569","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","23531","902.67","0.46","4924","12","4936"
"570","5","25","no-visualization","true","true","false","false","400","70","10","0","1000","22760.7","900.79","0.46","4926","2","4928"
"572","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","59540.6","902.47","0.44","5247","1","5248"
"571","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","58870","900.75","0.45","5376","0","5376"
"573","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","59371.9","900.27","0.45","5526","6","5532"
"574","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","60335.8","902.66","0.46","5427","0","5427"
"575","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","61060.2","901.81","0.44","5410","0","5410"
"577","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","60053.8","902.34","0.43","5247","0","5247"
"578","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","57890.8","899.76","0.43","5320","0","5320"
"576","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","60178.9","901.96","0.45","5451","0","5451"
"579","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","59392.7","902.59","0.45","5412","5","5417"
"580","5","25","no-visualization","true","true","false","false","400","70","10","0.1","1000","59708.6","902.57","0.44","5412","0","5412"
"581","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","202283.1","904.06","0.46","7019","0","7019"
"582","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","199406.3","899.83","0.45","6789","0","6789"
"583","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","201238.2","901.6","0.44","6882","0","6882"
"584","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","203291.7","904.82","0.45","6881","0","6881"
"585","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","199891.7","900.42","0.45","6995","0","6995"
"586","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","200734.9","903.31","0.48","6778","0","6778"
"587","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","203817.5","904.34","0.45","6905","0","6905"
"588","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","200912.9","901.26","0.45","6774","0","6774"
"589","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","201537.2","902.87","0.48","7005","0","7005"
"590","5","25","no-visualization","true","true","false","false","400","70","10","0.5","1000","200338.4","900.68","0.45","6918","0","6918"
"591","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","375465.9","915.61","0.46","9932","0","9932"
"592","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","378653","917.45","0.5","10008","0","10008"
"593","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","380478.3","916.79","0.48","10024","0","10024"
"594","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","377475.1","915.68","0.49","10025","0","10025"
"595","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","378783","916.67","0.49","9920","0","9920"
"596","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","380142.6","916.31","0.48","10063","0","10063"
"597","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","378847.4","916.24","0.51","9911","0","9911"
"599","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","377056.1","914.23","0.49","9868","0","9868"
"598","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","376925.5","915.39","0.45","9621","0","9621"
"600","5","25","no-visualization","true","true","false","false","400","70","10","1","1000","378862.3","915.62","0.5","9917","0","9917"
"601","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","192666.79","900.44","0.45","6633","0","6633"
"602","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","192006.71","898.47","0.45","6388","0","6388"
"604","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","192841.53","900.17","0.48","6415","0","6415"
"603","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","194249.29","901.57","0.43","6583","0","6583"
"605","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","193497.71","902.2","0.46","6548","0","6548"
"606","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","193472.2","901.71","0.44","6617","0","6617"
"607","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","194538.96","902.16","0.44","6812","0","6812"
"609","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","192596.81","901.01","0.45","6632","0","6632"
"608","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","191729.89","899.14","0.45","6694","0","6694"
"610","5","25","no-visualization","true","true","false","false","400","70","28.3","0","1000","190887.99","898.37","0.45","6406","0","6406"
"611","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","229773.41","900.22","0.48","7254","0","7254"
"612","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","232883.49","903.32","0.46","7168","0","7168"
"613","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","233294.75","903.45","0.45","7078","0","7078"
"614","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","230886.15","901.74","0.48","7170","0","7170"
"615","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","231213.86","902.01","0.44","7302","0","7302"
"616","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","232592.35","903.26","0.47","7080","0","7080"
"617","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","231744.86","902.38","0.45","7196","0","7196"
"618","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","231511.12","903.62","0.46","7109","0","7109"
"619","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","231584.14","903.16","0.47","7163","0","7163"
"620","5","25","no-visualization","true","true","false","false","400","70","28.3","0.1","1000","233189.12","903.23","0.47","7325","0","7325"
"622","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","396119.66","921.39","0.47","10760","0","10760"
"621","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","393016.57","917.58","0.44","10810","0","10810"
"623","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","395830.62","918.96","0.43","10815","0","10815"
"624","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","395782.81","920.94","0.43","11129","0","11129"
"625","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","394339.25","918.88","0.41","10804","0","10804"
"627","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","396767.23","922.94","0.43","10885","0","10885"
"626","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","392968.26","918.59","0.44","10881","0","10881"
"628","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","394115.3","918.73","0.42","10881","0","10881"
"629","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","394359.42","920.21","0.42","10927","0","10927"
"630","5","25","no-visualization","true","true","false","false","400","70","28.3","0.5","1000","394955.6","920.39","0.42","10758","0","10758"
"631","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","530605.66","916","0.45","12446","0","12446"
"632","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","532735.9","916.6","0.47","12591","0","12591"
"633","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","531906.88","916.34","0.47","12293","0","12293"
"634","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","530782.3","914.97","0.46","12318","0","12318"
"636","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","529730.22","914.53","0.45","12343","0","12343"
"635","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","533028.54","916.36","0.47","12213","0","12213"
"637","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","531967.73","916.18","0.46","12317","0","12317"
"638","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","530743.08","914.79","0.46","12441","0","12441"
"639","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","532033.82","916.73","0.45","12520","0","12520"
"640","5","25","no-visualization","true","true","false","false","400","70","28.3","1","1000","531562.92","914.33","0.46","12353","0","12353"
"641","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1527.45","0.46","11814","0","11814"
"642","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1528.84","0.47","11480","0","11480"
"643","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1529.74","0.46","11722","0","11722"
"644","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1528.59","0.45","11689","0","11689"
"645","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1527.4","0.46","11542","0","11542"
"646","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1528","0.45","11648","0","11648"
"647","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1527.84","0.45","11757","0","11757"
"648","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1529.47","0.44","11686","0","11686"
"649","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1528.52","0.45","11416","0","11416"
"650","5","25","no-visualization","true","true","false","false","800","100","0","0","1000","0","1529.53","0.45","11758","0","11758"
"651","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78155.2","1528.86","0.45","12277","0","12277"
"652","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78129","1529.27","0.5","12255","0","12255"
"653","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78163.7","1528.67","0.47","12118","0","12118"
"654","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78108.2","1529.31","0.48","12576","0","12576"
"655","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78082.6","1529.01","0.47","12485","0","12485"
"656","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78132.7","1529.81","0.48","12393","0","12393"
"657","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78088.5","1528.47","0.47","12266","0","12266"
"658","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78125.6","1529.38","0.48","12449","0","12449"
"659","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78098.7","1527.82","0.49","12566","0","12566"
"660","5","25","no-visualization","true","true","false","false","800","100","0","0.1","1000","78130.9","1529.56","0.48","12116","0","12116"
"661","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","343465","1531.94","0.47","17274","0","17274"
"662","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","343587","1530.23","0.47","17387","0","17387"
"663","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","343514.5","1531.28","0.47","17453","0","17453"
"664","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","345689","1531.67","0.48","17023","0","17023"
"665","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","345401.5","1530.49","0.47","17181","0","17181"
"666","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","343385","1531.54","0.48","17138","0","17138"
"667","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","345264","1531.86","0.48","17039","0","17039"
"669","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","344428","1530.12","0.46","17469","0","17469"
"668","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","344627.5","1531.53","0.49","17374","0","17374"
"670","5","25","no-visualization","true","true","false","false","800","100","0","0.5","1000","344621.5","1530.42","0.48","17536","0","17536"
"671","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","629441","1531.75","0.44","19561","0","19561"
"672","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","629832","1533.21","0.45","19757","0","19757"
"674","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","630932","1531.81","0.46","19582","0","19582"
"673","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","632024","1532.54","0.46","19833","0","19833"
"675","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","632074","1531.31","0.45","19774","0","19774"
"676","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","633621","1531.96","0.46","19801","0","19801"
"677","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","631567","1532.22","0.47","20105","0","20105"
"678","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","631455","1532.74","0.45","19801","0","19801"
"679","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","632711","1531.22","0.44","19568","0","19568"
"680","5","25","no-visualization","true","true","false","false","800","100","0","1","1000","628315","1531.72","0.44","19893","0","19893"
"681","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71868.26","1527.58","0.46","12426","0","12426"
"682","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71874.09","1527.71","0.47","12529","0","12529"
"683","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71803.17","1526.2","0.49","12621","0","12621"
"684","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71920.1","1528.69","0.48","12499","0","12499"
"685","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71926.4","1528.82","0.46","12416","0","12416"
"686","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71905.68","1528.38","0.47","12600","0","12600"
"687","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71903.65","1528.34","0.47","12261","0","12261"
"688","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71972.7","1529.8","0.46","12522","0","12522"
"689","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71949.53","1529.31","0.46","12361","0","12361"
"691","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150161.52","1526.42","0.47","14924","0","14924"
"690","5","25","no-visualization","true","true","false","false","800","100","4.7","0","1000","71975.19","1529.86","0.47","12545","0","12545"
"692","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150274.81","1528.13","0.47","14620","0","14620"
"693","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150277.75","1528.17","0.47","14574","0","14574"
"694","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150270.61","1528.28","0.47","14720","0","14720"
"695","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150285.29","1528.61","0.48","14666","0","14666"
"696","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150284.33","1528.11","0.49","14560","0","14560"
"697","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150204.9","1527.32","0.47","14908","0","14908"
"698","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150277.45","1528.25","0.47","14550","0","14550"
"699","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150237.38","1527.48","0.48","14645","0","14645"
"700","5","25","no-visualization","true","true","false","false","800","100","4.7","0.1","1000","150258.59","1528.11","0.46","14777","0","14777"
"701","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450104.4","1525.71","0.4","22298","0","22298"
"702","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","449981.61","1525.1","0.39","22468","0","22468"
"703","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450385.41","1526","0.42","22117","0","22117"
"704","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450487.44","1525.46","0.4","22169","0","22169"
"705","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","449917.93","1524.4","0.41","22422","0","22422"
"706","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","449987.87","1525.6","0.39","22442","0","22442"
"707","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450042.63","1524.91","0.4","22293","0","22293"
"708","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450009.21","1524.44","0.41","22467","0","22467"
"709","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450217.07","1525.25","0.4","22125","0","22125"
"710","5","25","no-visualization","true","true","false","false","800","100","4.7","0.5","1000","450161.3","1524.11","0.41","22226","0","22226"
"711","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","789169.91","1526.24","0.41","26047","0","26047"
"712","5","25","no-visualization","true","true","false","false","800","100","4.7","1","1000","789165.87","1527.3","0.42","26360","0","26360"
